,combined_chargedescription,arrest_year,X,Y,arrestnumber,age,latitude,longitude,objectid,shape,arrest_month
2517,FELON IN POSSESSION,2018,1404476.24353301,611183.042666588,18159232.0,46.0,39.3444,-76.6742,59537,0.0,10
2518,FELON IN POSSESSION OF AMMUNIT,2019,1422985.13651598,614898.159796867,19053165.0,34.0,39.3544,-76.6087,257286,0.0,4
2519,FELON POSS HANDGUN,2020,1425520.9758179,584713.76785685,20159411.0,38.0,39.2715,-76.6002,59402,0.0,10
2520,FELONY CDS,2018,1430571.22863849,594716.443204283,18018359.0,28.0,39.2989,-76.5822,330354,0.0,1
2521,FELONY CDS,2019,7079577.915323851,2968714.673657585,95464667.0,185.0,196.482,-383.17,894730,0.0,30
2522,FELONY HANDGUN,2018,1424720.39653176,599534.690596019,18132514.0,29.0,39.3122,-76.6028,114537,0.0,8
2523,FELONY LARCENY,2020,1421272.26995761,591907.361414703,20085471.0,40.0,39.2913,-76.6151,182944,0.0,6
2524,FELONY LARCENY,2022,1418565.52859913,589382.86602278,22133133.0,18.0,39.2844,-76.6247,49861,0.0,11
2525,"FELONY THEFT OVER 1,000.00",2019,1435915.72768308,560066.502670645,19071641.0,26.0,39.2037,-76.5639,222650,0.0,5
2526,FIRE ARMS VIOLATION,2019,1404152.65210496,590820.993912529,19010946.0,25.0,39.2885,-76.6756,339801,0.0,1
2527,FIREAM VIOLATION,2018,1413980.16186678,589327.998301274,18133604.0,30.0,39.2843,-76.6409,112559,0.0,8
2528,FIREARM,2018,5667687.90249885,2380054.934691784,72389649.0,105.0,157.1995,-306.5217,726346,0.0,24
2529,FIREARM,2019,1410097.18535056,590660.684477622,19021628.0,26.0,39.288,-76.6546,318664,0.0,2
2530,FIREARM,2020,1402400.29169676,606331.323211181,20069776.0,18.0,39.3311,-76.6816,209630,0.0,5
2531,FIREARM - POSS W/FEL CONV,2018,1429663.98189295,595076.544337792,18115268.0,27.0,39.2999,-76.5854,149740,0.0,7
2532,FIREARM /CDS,2021,1403484.96848026,611580.189073781,21080172.0,42.0,39.3455,-76.6777,196180,0.0,6
2533,FIREARM AND DRUG TRAFFICKING,2019,1402550.28572842,611977.571266702,19094561.0,36.0,39.3466,-76.681,176906,0.0,6
2534,FIREARM DISCHARGING,2022,1394841.12348191,617196.862999465,22111286.0,38.0,39.361,-76.7082,101304,0.0,9
2535,FIREARM DRUG TRAFFICKING,2018,1425389.20133118,569524.719813608,18159995.0,20.0,39.2298,-76.6009,59485,0.0,10
2536,FIREARM DRUG TRAFFICKING,2019,1428564.32035274,568992.451081368,19005677.0,19.0,39.2283,-76.5897,352653,0.0,1
2537,FIREARM POSS,2018,1426519.69210194,595754.506412822,36166759.0,53.0,39.3018,-76.5965,425019,0.0,11
2538,FIREARM POSS W FELONY CONVI,2021,1442476.45861514,602167.731703474,21015493.0,22.0,39.3192,-76.54,330215,0.0,1
2539,FIREARM POSS W/FEL CONVICT,2018,0.0,0.0,307815750.0,525.0,0.0,0.0,2773728,0.0,116
2540,FIREARM POSS W/FEL CONVICT,2019,0.0,0.0,228917951.0,377.0,0.0,0.0,2521625,0.0,66
2541,FIREARM POSS W/FEL CONVICT,2020,0.0,0.0,361817334.0,561.0,0.0,0.0,2944902,0.0,124
2542,FIREARM POSS W/FEL CONVICT,2021,0.0,0.0,421630396.0,655.0,0.0,0.0,3841920,0.0,119
2543,FIREARM POSS W/FEL CONVICT,2022,0.0,0.0,706687663.0,1090.0,0.0,0.0,5222889,0.0,222
2544,FIREARM POSSESSION,2020,1421617.14171379,590670.415953465,20056663.0,19.0,39.2879,-76.6139,233446,0.0,5
2545,FIREARM USE/FEL-VIOL CRIME,2018,0.0,0.0,90425647.0,129.0,0.0,0.0,1020998,0.0,28
2546,FIREARM USE/FEL-VIOL CRIME,2019,0.0,0.0,114690535.0,200.0,0.0,0.0,799171,0.0,48
2547,FIREARM USE/FEL-VIOL CRIME,2020,0.0,0.0,120321845.0,209.0,0.0,0.0,1510036,0.0,23
2548,FIREARM USE/FEL-VIOL CRIME,2021,0.0,0.0,211035044.0,277.0,0.0,0.0,1446162,0.0,74
2549,FIREARM USE/FEL-VIOL CRIME,2022,1444430.08583871,585277.004484522,353437852.0,535.0,39.2728,-76.5334,2397641,0.0,117
2550,FIREARM VIOLATION,2018,7104928.64306669,3028563.815078617,90375196.0,147.0,196.64600000000002,-383.0795,1123965,0.0,26
2551,FIREARM VIOLATION,2019,1414878.5342834,598328.182456464,19109631.0,35.0,39.309,-76.6376,144502,0.0,7
2552,FIREARM VIOLATION,2020,2835250.95782327,1194603.585512745,40263691.0,50.0,78.6123,-153.2558,215685,0.0,17
2553,FIREARM VIOLATION,2022,2846481.4158629,1176476.258869556,44258270.0,88.0,78.5624,-153.2164,119582,0.0,21
2554,FIREARM W/ DESTROYED SERIAL #,2018,32070835.9419795,-948896.130248216,18124632.0,26.0,0.0,0.0,129952,0.0,8
2555,FIREARM-POSS W/FEL CONV,2019,1428904.41984368,568957.558928722,19034455.0,26.0,39.2282,-76.5885,293141,0.0,3
2556,FIREARM/CDS,2021,1403484.96848026,611580.189073781,21080159.0,32.0,39.3455,-76.6777,196181,0.0,6
2557,FIREARM/DRUG TRAF CRIME,2018,0.0,0.0,144746984.0,206.0,0.0,0.0,1500686,0.0,49
2558,FIREARM/DRUG TRAF CRIME,2019,0.0,0.0,38187603.0,47.0,0.0,0.0,353040,0.0,13
2559,FIREARM/DRUG TRAF CRIME,2020,0.0,0.0,180770480.0,261.0,0.0,0.0,1771558,0.0,52
2560,FIREARM/DRUG TRAF CRIME,2021,0.0,0.0,210933628.0,287.0,0.0,0.0,1687700,0.0,66
2561,FIREARM/DRUG TRAF CRIME,2022,0.0,0.0,309160739.0,329.0,0.0,0.0,2322386,0.0,94
2562,FIREARMS VIOLATION,2018,2818678.7967942096,1201714.062735843,54204922.0,141.0,78.632,-153.3143,713688,0.0,13
2563,FIREARMS VIOLATION,2019,1411488.62248879,582106.491746916,19090953.0,30.0,39.2645,-76.6498,184029,0.0,6
2564,FIREARMS-ACCESS BY MINORS,2021,0.0,0.0,42326496.0,55.0,0.0,0.0,23495,0.0,24
2565,FIRST DEGREE ASSAULLT,2020,1397481.89874214,588066.394863252,20088635.0,32.0,39.281,-76.6992,178890,0.0,6
2566,FIRST DEGREE ATTEMPTED MURDER,2020,1423368.08859191,591588.470556952,20080165.0,17.0,39.2904,-76.6077,194095,0.0,6
2567,FIRST DEGREE BUGLARY,2020,1421544.02070804,601269.410563586,20018627.0,34.0,39.317,-76.614,321592,0.0,2
2568,FIRST DEGREE BURGLARY,2018,1437452.47698349,593838.258803352,18031373.0,20.0,39.2964,-76.5579,307489,0.0,2
2569,FIRST DEGREE BURGLARY,2020,1434838.40085452,619868.993175161,20026123.0,31.0,39.3679,-76.5667,305219,0.0,2
2570,FIRST DEGREE MURDER,2019,2851033.22515796,1190662.631502945,38275383.0,48.0,78.6013,-153.2001,177200,0.0,18
2571,FIRST DEGREE MURDER,2020,33472304.35928591,-359432.20287624,40261510.0,40.0,39.2848,-76.6851,218387,0.0,17
2572,FIRST DEGREE MURDER,2021,4292924.46133698,1801243.316790917,63317470.0,86.0,117.9436,-229.742,426278,0.0,22
2573,FIRST DEGREE MURDER,2022,7136136.70632009,3008148.276587959,110528693.0,171.0,196.5896,-382.9695,571405,0.0,43
2574,FISHING W/O LICENSE,2018,0.0,0.0,18163712.0,31.0,0.0,0.0,52929,0.0,10
2575,FLEE AND ELUDE POLICE,2022,1439402.14584418,605976.9520935,22137055.0,28.0,39.3297,-76.5508,41495,0.0,11
2576,FLEE AND ELUDING,2019,1439057.15547598,607104.405726444,19144102.0,22.0,39.3328,-76.552,75014,0.0,10
2577,FLEE AND ELUDING,2020,1410911.69863071,599733.265942916,20068273.0,24.0,39.3129,-76.6516,214542,0.0,5
2578,FLEE AND ELUDING,2022,1405581.03894116,595014.817026713,22152301.0,26.0,39.3,-76.6705,8550,0.0,12
2579,FLEEING & ELUDING,2020,1435317.2908077,602424.041028826,20025148.0,32.0,39.32,-76.5653,308444,0.0,2
